mode,seed,episode,reward,length,energy,phase
normal,42,216,692.359725,1600.0,2467.299999999932,training
normal,42,217,1270.580281,1600.0,2479.3999999999332,training
normal,42,218,926.734724,1600.0,2501.7999999999274,training
normal,42,219,1182.593101,1600.0,2458.499999999933,training
normal,42,220,-139.386739,97.0,138.9000000000001,training
normal,42,221,819.718085,1600.0,2510.0999999999276,training
normal,42,222,1205.75724,1600.0,2468.29999999993,training
normal,42,223,903.949041,1600.0,2496.5999999999285,training
normal,42,224,220.105032,1600.0,2479.399999999931,training
normal,42,225,603.22642,1600.0,2486.499999999931,training
normal,42,226,685.685854,1600.0,2469.699999999931,training
normal,42,227,1303.147403,1600.0,2458.4999999999327,training
normal,42,228,1030.185809,1600.0,2466.5999999999344,training
normal,42,229,-24.092877,1600.0,2472.7999999999324,training
normal,42,230,1349.61499,1600.0,2505.8999999999305,training
normal,42,231,208.452531,1600.0,2484.9999999999304,training
normal,42,232,-301.6873,1600.0,2478.299999999931,training
normal,42,233,657.378106,1600.0,2481.899999999933,training
normal,42,234,869.713837,1600.0,2454.2999999999333,training
normal,42,235,707.192039,1600.0,2436.2999999999342,training
normal,42,236,1065.508301,1600.0,2453.9999999999363,training
normal,42,237,1096.424374,1600.0,2477.1999999999284,training
normal,42,238,522.774602,1600.0,2515.6999999999275,training
normal,42,239,-71.460255,1600.0,2499.099999999927,training
normal,42,240,-374.558232,111.0,132.70000000000002,training
normal,42,241,1347.563073,1600.0,2486.1999999999284,training
normal,42,242,-44.11762,105.0,125.69999999999996,training
normal,42,243,775.657545,1600.0,2457.999999999932,training
normal,42,244,946.733792,1600.0,2493.8999999999282,training
normal,42,245,1373.118788,1600.0,2483.699999999929,training
normal,42,246,71.217043,123.0,138.9,training
normal,42,247,1219.155748,1600.0,2480.8999999999287,training
normal,42,248,1225.370357,1600.0,2472.39999999993,training
normal,42,249,1490.346076,1600.0,2472.999999999929,training
normal,42,250,1456.910176,1600.0,2489.599999999929,training
normal,42,251,724.057315,1600.0,2485.9999999999295,training
normal,42,252,1455.497617,1600.0,2511.699999999927,training
normal,42,253,-311.287302,113.0,111.09999999999997,training
normal,42,254,1481.716419,1600.0,2499.899999999928,training
normal,42,255,1510.495128,1600.0,2545.899999999924,training
normal,42,256,1341.896408,1600.0,2500.4999999999272,training
normal,42,257,1493.940097,1600.0,2522.9999999999254,training
